-1.7218,0
-1.6995,0
-1.6495,0
-1.6185,0
-1.5826,0
-1.5466,0
-1.5157,0
-1.4797,0
-1.4438,0
-1.4078,0
-1.3851,0
-1.3405,0
-1.3046,0
-1.2686,0
-1.2377,0
-1.2017,0
-1.1658,0
-1.1294,0
-1.0985,0
-1.0712,0
-1.0265,0
-0.99061,0
-0.95964,0
-0.92369,0
-0.88736,0
-0.85639,0
-0.83779,0
-0.79316,0
-0.76217,0
-0.72622,0
-0.69029,0
-0.65932,0
-0.62338,0
-0.58745,0
-0.55606,0
-0.5201,0
-0.48415,0
-0.46184,0
-0.42591,0
-0.39,0
-0.35412,0
-0.32311,0
-0.28671,0
-0.2508,0
-0.21494,0
-0.18385,0
-0.13928,0
-0.11225,0
-0.067082,0
-0.044721,0
0,0
0.022361,0.34505
0.072111,1.0655
0.10344,2.5544
0.13928,2.1492
0.17521,2.9507
0.21119,3.5705
0.24269,3.2273
0.27857,3.4875
0.31448,2.6665
0.35903,3.0985
0.38197,3.4645
0.43151,3.0477
0.46239,3.1147
0.4983,2.6494
0.53423,2.8957
0.5794,3.5014
0.60671,4.0082
0.65123,4.7727
0.68717,5.6044
0.71805,6.6979
0.75459,6.7241
0.79051,6.8805
0.82644,7.4355
0.85732,8.1283
0.89325,7.9474
0.91553,7.4513
0.96068,7.0185
0.98798,6.3271
1.0239,6.5424
1.0548,5.4314
1.0907,6.3649
1.1217,6.4892
1.1718,6.5938
1.1941,7.5785
1.23,7.5182
1.2609,7.9443
1.2974,8.885
1.3333,8.4035
1.3643,8.9182
1.3915,10.222
1.4275,10.005
1.459,10.273
1.4949,9.8093
1.5308,10.258
1.5623,10.355
1.5896,10.295
1.6255,9.9106
1.6478,11.735
1.6924,11.201
1.7203,12.616
1.7512,13.089
1.7871,13.515
1.8144,14.516
1.8459,14.671
1.8818,15.332
1.9041,15.516
1.9407,15.621
1.968,15.936
1.9903,15.277
2.0348,15.852
2.0577,16.015
2.0936,16.259
2.1159,15.811
2.1432,17.607
2.1747,17.184
2.197,17.149
2.2329,18.254
2.2602,18.784
2.2917,19.206
2.3191,20.222
2.3413,20.229
2.3779,19.961
2.4002,20.28
2.4275,21.073
2.4584,20.541
2.4864,20.22
2.5086,20.533
2.5309,19.82
2.5675,20.816
2.5898,19.739
2.6171,20.93
2.6401,21.291
2.6623,21.811
2.6982,23.044
2.7212,23.128
2.7435,23.72
2.7665,24.237
2.7938,24.252
2.816,25.812
2.8391,26.562
2.8613,25.941
2.898,26.198
2.9202,25.767
2.9433,25.376
2.9655,26.181
2.9886,25.211
3.0159,24.686
3.0253,25.769
3.0612,25.752
3.0843,26.122
3.1065,26.623
3.1296,27.661
3.1518,27.478
3.1715,28.776
3.1937,29.241
3.2169,29.323
3.2391,29.692
3.2622,29.818
3.2844,28.826
3.299,29.036
3.3212,29.269
3.3444,29.536
3.3581,29.363
3.3813,30.284
3.4045,29.739
3.4181,30.662
3.4414,31.234
3.4635,31.885
3.4782,32.175
3.5015,33.397
3.5151,33.02
3.5384,33.559
3.5532,33.593
3.5753,34.039
3.5901,33.972
3.6049,34.498
3.622,33.748
3.6368,33.946
3.6601,34.021
3.6652,33.886
3.6835,34.674
3.6971,34.47
3.712,34.648
3.7268,35.183
3.7452,35.963
3.7587,35.755
3.7737,35.686
3.7835,36.362
3.7971,35.701
3.807,35.943
3.8219,35.739
3.8304,36.096
3.8454,35.097
3.8553,35.02
3.8689,34.884
3.8788,34.313
3.8888,33.979
3.9038,34.342
3.9123,34.274
3.9223,34.301
3.9374,35.028
3.9374,35.377
3.9474,35.585
3.9625,35.298
3.971,36.172
3.9811,36.694
3.9827,35.369
3.9928,36.738
4.008,36.314
4.0165,35.701
4.0266,35.52
4.0283,35.938
4.0385,35.306
4.052,34.684
4.0537,35.842
4.064,35.867
4.064,35.647
4.0792,37.555
4.081,38.29
4.0913,38.323
4.0998,39.122
4.1065,38.872
4.1169,39.408
4.1187,39.888
4.1321,39.149
4.1425,39.099
4.1444,38.607
4.1444,38.468
4.1597,38.093
4.1702,37.524
4.1721,37.246
4.177,38.091
4.1875,38.415
4.1895,38.814
4.2,39.828
4.2049,40.242
4.2069,40.759
4.2174,40.533
4.2195,40.891
4.2329,41.261
4.235,40.355
4.2371,40.776
4.2371,39.579
4.2477,38.479
4.2547,39.469
4.2547,38.94
4.2702,37.991
4.2724,38.889
4.2746,38.558
4.2796,37.647
4.2818,39.594
4.2924,39.693
4.2974,39.501
4.2996,39.999
4.3019,40.355
4.3092,40.171
4.3092,40.296
4.3115,39.361
4.3139,39.239
4.3188,38.624
4.3212,37.73
4.3236,37.255
4.326,37.367
4.3309,35.874
4.3334,36.166
4.3358,36.02
4.3383,35.656
4.3408,36.039
4.3408,36.275
4.3433,36.102
4.3376,36.004
4.3401,35.599
4.3401,34.813
4.3427,33.739
4.3371,33.944
4.3397,32.113
4.3424,31.759
4.3424,31.532
4.3368,30.046
4.3395,29.957
4.3422,29.453
4.329,29.933
4.3318,29.367
4.3263,29.749
4.3292,29.965
4.332,30.625
4.3217,30.412
4.3246,30.472
4.3193,30.667
4.3143,30.688
4.3173,29.844
4.3071,30.502
4.3101,29.862
4.3,29.529
4.3031,30.063
4.29,29.94
4.2931,30.309
4.2831,29.847
4.2863,31.049
4.2764,31.77
4.2764,31.77
4.2666,32.945
4.265,33.071
4.26,32.755
4.2552,33.815
4.2455,34.267
4.2488,33.045
4.2359,33.115
4.2345,32.807
4.2297,32.808
4.2168,32.152
4.2154,31.197
4.2107,31.743
4.206,31.178
4.1966,32.168
4.2001,32.159
4.1873,31.462
4.1861,32.684
4.1815,32.538
4.1723,32.417
4.1759,32.148
4.1668,32.132
4.1704,31.384
4.1577,31.46
4.1614,31.157
4.1524,30.8
4.1561,30.188
4.1472,30.238
4.151,30.66
4.1421,30.289
4.1421,29.593
4.1334,30.603
4.1372,30.477
4.1331,30.533
4.1325,30.813
4.1245,31.377
4.1284,30.907
4.1199,31.297
4.1239,30.489
4.1239,29.304
4.1199,28.792
4.1154,28.403
4.1115,27.602
4.1156,26.317
4.1076,25.698
4.1117,25.12
4.1038,24.649
4.1034,22.775
4.1034,23.464
4.0997,23.873
4.0997,23.717
4.1039,24.973
4.096,24.825
4.1002,24.878
4.1002,24.999
4.0878,25.198
4.0921,25.587
4.0921,25.21
4.0842,24.533
4.0885,23.998
4.0885,23.367
4.0927,22.765
4.0849,22.306
4.0849,22.002
4.0892,21.299
4.0892,21.593
4.0892,21.673
4.0858,22.505
4.0858,22.558
